// 折れる回数
0,1,1,0
@
// ステージの枚数
4
@
// 1つ目のステージの情報
0,0
2,1
1,1
@
// 2つ目のステージの情報
10,0
2,1
1,1
@
// 3つ目のステージの情報
5,0
1,2
1
1
@
// 4つ目のステージの情報
10,0
1,2
1
1
@
//1つ目のステージのタイル情報（1）
0,0
5,5
1,1,1,1,1
1,4,1,1,1
2,2,2,2,2
1,1,3,1,1
2,2,2,2,2
@
//1つ目のステージのタイル情報（2）
5,0
5,5
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
@
//2つ目のステージのタイル情報（1）
,0
5,5
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
@
//2つ目のステージのタイル情報（2）
5,0
5,5
1,1,1,1,1
1,1,1,1,1
1,1,2,1,1
1,2,2,2,1
2,2,2,2,2
@
//3つ目のステージのタイル情報（1）
0,0
5,5
1,1,1,1,1
1,1,1,1,1
2,1,1,1,1
1,1,1,1,1
1,1,1,1,1
@
//3つ目のステージのタイル情報（2）
0,5
5,5
1,1,1,1,1
2,2,2,2,2
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
@
//4つ目のステージのタイル情報（1）
0,0
5,5
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
1,1,1,1,1
@
//4つ目のステージのタイル情報（2）
0,5
5,5
2,2,2,2,2
1,1,1,1,2
2,2,1,2,2
1,1,1,1,1
1,1,1,1,1
